datatype,network,seed,alpha,dim,final_loss_mean,training_time,total_param,total_ite,test_mse,test_rmse,test_relative
poisson,mlp,1,1.0,10,2.379453659057617,465.5914263725281,67585,40000,0.00473193,0.06878902,0.09546722
