datatype,network,seed,alpha,dim,final_loss_mean,training_time,total_param,total_ite,test_mse,test_rmse,test_relative
poisson,kan,0,1.0,10,0.001351923099718988,2396.0557658672333,12384,40000,1.6321196e-06,0.0012775444,0.0017719959
