datatype,network,seed,final_loss_mean,training_time,total_ite,train_mse,train_rmse,train_relative,test_mse,test_rmse,test_relative
spectral_bias,sinckan,2,0.07164913415908813,297.44980120658875,100000,0.06163712,0.24826823,0.11790943,0.06356756,0.25212607,0.11974619
