datatype,network,seed,final_loss_mean,training_time,total_ite,test_mse,test_rmse,test_relative
ode_4d,modifiedsinckan,0,2.0801464415853843e-05,46.30765390396118,10000,1.2827217e-05,0.0035815104,0.016038377
