datatype,network,seed,final_loss_mean,training_time,total_ite,train_mse,train_rmse,train_relative,test_mse,test_rmse,test_relative
sin_high,modifiedmlp,0,45.949485778808594,68.53344535827637,20000,0.48224536,0.6944389,0.9821831,0.4822524,0.69444394,0.98214114
