datatype,network,seed,final_loss_mean,training_time,total_ite,test_mse,test_rmse,test_relative
poisson_2d_solution,mlp,0,0.0016231992049142718,184.80871558189392,60000,1.9878746e-05,0.0044585587,0.008748699
poisson_2d_solution,mlp,0,0.0009203686495311558,319.4151916503906,100000,5.83942e-06,0.0024164892,0.004741697
