datatype,network,seed,final_loss_mean,training_time,total_ite,test_mse,test_rmse,test_relative
image_50d,modifiedsinckan,2,4.408142558531836e-05,344.46592378616333,60000,1.2783458e-05,0.0035753963,0.0074425763
