datatype,network,seed,final_loss_mean,training_time,total_ite,train_mse,train_rmse,train_relative,test_mse,test_rmse,test_relative
sin_low,modifiedsinckan,0,0.0003218283236492425,43.67324256896973,5000,4.3813684e-06,0.0020931717,0.0029604882,4.398548e-06,0.0020972714,0.0029661383
sin_low,modifiedsinckan,0,2.566744660725817e-05,776.0392782688141,100000,2.508039e-07,0.00050080323,0.00070831354,2.514207e-07,0.00050141866,0.0007091486
