datatype,network,num_seeds,rmse_mean,rmse_std
bl,kan,3,0.0007964943933333333,0.000910995655883568
bl,mlp,3,0.0004088212883333333,0.0003884105324457567
bl,modifiedmlp,3,0.00068451588,0.0003112902850837261
bl,modifiedsinckan,3,7.176551e-05,5.072961891903144e-05
bl,sinckan,3,0.007301110233333334,0.0004462159633727026
